customer_id,total_revenue,total_invoices,avg_basket_size,unique_products,cluster,customerid,last_purchase_date,days_since_last_purchase,is_churned
12381,1803.96,6,130.5,70,0,12381.0,2011-12-05 12:44:00,4,0
12383,1839.31,6,254.83333333333337,84,0,12383.0,2011-06-08 08:02:00,184,1
12384,566.16,3,40.333333333333336,26,0,12384.0,2011-11-11 08:39:00,28,0
12386,401.9,2,177.0,10,0,12386.0,2011-01-06 12:37:00,337,1
12388,2780.66,6,243.66666666666663,57,0,12388.0,2011-11-24 12:30:00,15,0
12390,549.84,1,353.0,32,0,12390.0,2011-09-21 09:33:00,79,0
12391,437.16,1,291.0,92,0,12391.0,2011-11-18 12:07:00,21,0
12393,1549.4,4,202.0,47,0,12393.0,2011-09-28 15:41:00,71,0
12394,1272.48,2,409.5,26,0,12394.0,2011-10-07 08:08:00,63,0
12395,2998.28,15,140.86666666666667,91,2,12395.0,2011-11-24 12:20:00,15,0
12397,2409.9,2,631.5,110,0,12397.0,2011-11-04 09:52:00,35,0
12398,1635.66,1,1394.0,85,0,12398.0,2011-10-25 10:27:00,45,0
12399,1108.65,4,294.5,47,0,12399.0,2011-08-12 13:15:00,118,0
12401,84.3,1,11.0,5,0,12401.0,2011-02-09 13:50:00,302,1
12402,225.6,1,94.0,11,0,12402.0,2011-01-20 13:49:00,322,1
12403,409.7,2,47.5,5,0,12403.0,2011-10-21 11:00:00,49,0
12405,1710.39,1,857.0,54,0,12405.0,2011-07-14 08:52:00,148,0
12406,3239.5,3,594.6666666666666,92,0,12406.0,2011-11-17 19:22:00,21,0
12407,1708.12,5,283.2,57,0,12407.0,2011-10-21 10:11:00,49,0
12408,2842.57,9,155.44444444444446,81,0,12408.0,2011-11-07 12:30:00,32,0
12409,11056.93,7,791.8571428571429,91,2,12409.0,2011-09-22 10:38:00,78,0
12410,681.08,3,69.66666666666667,26,0,12410.0,2011-02-11 15:47:00,300,1
12412,1226.88,3,276.3333333333333,43,0,12412.0,2011-09-26 10:16:00,74,0
12413,694.15,5,56.4,29,0,12413.0,2011-10-04 09:00:00,66,0
12414,562.41,3,100.0,16,0,12414.0,2011-05-06 14:51:00,216,1
12415,123725.45,26,2970.846153846154,444,1,12415.0,2011-11-15 14:22:00,23,0
12417,3578.8,12,128.25,158,2,12417.0,2011-12-06 14:52:00,2,0
12418,668.58,1,407.0,34,0,12418.0,2011-08-19 11:08:00,112,0
12420,600.39,1,345.0,29,0,12420.0,2011-10-07 08:55:00,63,0
12421,806.27,5,96.6,33,0,12421.0,2011-11-24 09:07:00,15,0
12422,803.5600000000001,3,123.33333333333331,39,0,12422.0,2011-09-05 09:48:00,95,0
12423,1849.11,9,147.44444444444446,97,0,12423.0,2011-12-09 10:10:00,0,0
12424,1760.96,2,370.0,30,0,12424.0,2011-06-30 12:06:00,162,0
12425,777.2,1,496.0,36,0,12425.0,2011-09-22 17:31:00,77,0
12426,582.73,1,258.0,30,0,12426.0,2011-05-29 12:26:00,194,1
12427,708.37,5,47.2,26,0,12427.0,2011-11-28 10:48:00,11,0
12428,7877.2,12,291.9166666666667,258,2,12428.0,2011-11-14 08:22:00,25,0
12429,3750.4,4,389.25,82,0,12429.0,2011-11-30 17:22:00,8,0
12430,256.4,1,117.0,11,0,12430.0,2011-10-27 15:09:00,42,0
12431,6348.89,18,158.77777777777777,163,2,12431.0,2011-11-04 11:55:00,35,0
12432,5059.32,5,360.2,107,0,12432.0,2011-10-28 11:43:00,42,0
12433,13375.87,7,1581.571428571429,219,2,12433.0,2011-12-09 10:02:00,0,0
12434,765.19,4,93.25,49,0,12434.0,2011-09-16 12:38:00,84,0
12435,7829.89,2,1027.5,31,0,12435.0,2011-09-21 09:06:00,79,0
12436,509.0100000000001,1,211.0,16,0,12436.0,2011-09-01 12:09:00,99,0
12437,4896.66,19,153.57894736842104,119,2,12437.0,2011-12-08 11:35:00,1,0
12438,2906.85,2,590.0,84,0,12438.0,2011-11-25 13:28:00,13,0
12441,173.55,1,121.0,11,0,12441.0,2010-12-08 10:45:00,366,1
12442,172.06,1,182.0,12,0,12442.0,2011-12-06 14:22:00,2,0
12444,5005.46,5,230.6,138,2,12444.0,2011-11-18 13:23:00,20,0
12445,133.4,1,62.0,4,0,12445.0,2011-11-17 18:43:00,21,0
12446,1002.31,1,352.0,58,0,12446.0,2011-10-13 12:50:00,57,0
12447,476.49,1,190.0,26,0,12447.0,2011-04-10 13:25:00,242,1
12448,449.45,1,243.0,22,0,12448.0,2011-10-26 13:46:00,43,0
12449,4067.29,4,388.25,118,0,12449.0,2011-11-17 13:46:00,21,0
12450,197.88,2,64.0,7,0,12450.0,2011-07-06 14:41:00,155,0
12451,8933.52,6,1075.8333333333333,265,2,12451.0,2011-11-29 08:40:00,10,0
12452,428.57,3,61.0,21,0,12452.0,2011-11-23 10:28:00,16,0
12453,707.09,1,473.0,43,0,12453.0,2011-07-28 14:08:00,133,0
12454,0.0,2,0.0,15,0,12454.0,2011-10-17 15:07:00,52,0
12455,2466.86,6,348.1666666666667,85,0,12455.0,2011-09-27 15:31:00,72,0
12456,3153.89,4,404.0,105,0,12456.0,2011-10-26 14:41:00,43,0
12457,1917.78,12,57.833333333333336,53,0,12457.0,2011-10-12 13:46:00,57,0
12458,947.4,2,253.0,35,0,12458.0,2011-09-29 15:25:00,70,0
12461,826.88,2,143.5,35,0,12461.0,2011-09-06 16:57:00,93,0
12462,1124.01,4,128.5,51,0,12462.0,2011-12-07 14:02:00,1,0
12463,1303.63,7,108.14285714285714,66,0,12463.0,2011-10-24 13:43:00,45,0
12464,1212.05,8,14.0,6,0,12464.0,2011-11-29 13:33:00,9,0
12465,733.89,3,158.33333333333334,46,0,12465.0,2011-12-02 11:34:00,7,0
12468,724.0400000000001,3,121.33333333333331,36,0,12468.0,2011-07-19 13:42:00,142,0
12471,18710.52,49,162.3877551020408,152,2,12471.0,2011-12-07 15:43:00,1,0
12472,6229.4800000000005,13,309.2307692307692,226,2,12472.0,2011-11-09 11:33:00,30,0
12473,2413.67,9,259.6666666666667,140,2,12473.0,2011-11-10 13:48:00,28,0
12474,7064.77,30,158.33333333333334,253,2,12474.0,2011-11-22 14:39:00,16,0
12475,723.38,1,535.0,36,0,12475.0,2011-10-17 10:10:00,53,0
12476,6497.08,20,116.55,177,2,12476.0,2011-12-08 14:08:00,0,0
12477,13117.01,9,402.22222222222223,192,2,12477.0,2011-11-17 09:51:00,22,0
12478,680.99,1,236.0,36,0,12478.0,2011-12-06 09:56:00,3,0
12479,477.3,3,117.0,31,0,12479.0,2011-12-06 09:25:00,3,0
12480,3281.63,4,426.75,129,0,12480.0,2011-11-11 14:52:00,27,0
12481,5574.36,11,298.1818181818182,150,2,12481.0,2011-11-17 08:29:00,22,0
12483,2327.13,13,84.38461538461539,46,0,12483.0,2011-11-22 17:03:00,16,0
12484,4402.53,8,267.125,256,2,12484.0,2011-11-07 11:37:00,32,0
12488,1298.66,3,176.33333333333334,46,0,12488.0,2011-11-30 08:50:00,9,0
12489,334.93,1,105.0,15,0,12489.0,2011-01-07 13:13:00,335,1
12490,5417.93,10,306.4,131,2,12490.0,2011-12-04 16:07:00,4,0
12491,413.6,1,188.0,25,0,12491.0,2011-11-01 12:18:00,38,0
12492,263.21000000000004,2,96.0,19,0,12492.0,2011-10-07 15:15:00,62,0
12493,416.79,3,68.66666666666667,20,0,12493.0,2011-06-27 10:17:00,165,0
12494,1139.35,13,53.07692307692308,63,0,12494.0,2011-11-30 09:21:00,9,0
12497,1043.1,1,1236.0,14,0,12497.0,2011-09-19 12:29:00,81,0
12498,403.7000000000001,3,53.0,21,0,12498.0,2011-11-18 12:53:00,20,0
12500,4206.27,13,205.46153846153845,34,0,12500.0,2011-11-16 16:20:00,22,0
12501,2089.68,2,861.0,149,2,12501.0,2011-01-28 13:54:00,314,1
12502,3723.87,5,164.0,102,0,12502.0,2011-09-05 11:52:00,95,0
12503,-1126.0,1,-1.0,1,0,12503.0,2011-01-06 11:51:00,337,1
12504,114.0,4,12.75,6,0,12504.0,2011-11-21 16:02:00,17,0
12505,-4.5,1,-1.0,1,0,12505.0,2011-02-11 13:39:00,300,1
12506,73.5,1,23.0,23,0,12506.0,2011-04-21 08:54:00,232,1
12507,1258.06,4,223.5,19,0,12507.0,2011-07-28 17:09:00,133,0
12508,390.36,2,127.5,57,0,12508.0,2011-11-13 15:37:00,25,0
12509,176.5,1,55.0,7,0,12509.0,2011-02-28 14:45:00,283,1
12510,982.57,2,176.5,29,0,12510.0,2011-07-20 10:15:00,142,0
12512,132.18,2,48.0,31,0,12512.0,2011-10-04 14:55:00,65,0
12513,586.79,2,228.0,35,0,12513.0,2011-09-16 12:45:00,84,0
12514,1017.68,1,440.0,51,0,12514.0,2011-03-17 16:38:00,266,1
12515,383.7,1,131.0,16,0,12515.0,2010-12-21 15:43:00,352,1
12516,1312.06,2,437.5,20,0,12516.0,2011-09-23 09:13:00,77,0
12517,2410.51,6,218.33333333333337,232,2,12517.0,2011-11-11 14:04:00,27,0
12518,2056.89,5,263.6,84,0,12518.0,2011-12-09 10:13:00,0,0
12519,330.84,1,175.0,17,0,12519.0,2011-10-07 09:26:00,63,0
12520,2582.51,6,238.33333333333337,121,0,12520.0,2011-09-21 15:23:00,78,0
12521,599.68,1,309.0,38,0,12521.0,2011-07-20 10:51:00,142,0
12522,192.72,2,97.0,11,0,12522.0,2011-10-31 15:30:00,38,0
12523,1745.57,13,66.23076923076923,84,0,12523.0,2011-12-08 11:46:00,1,0
12524,4485.72,8,462.375,113,2,12524.0,2011-11-30 15:31:00,8,0
12526,1316.66,3,210.66666666666663,64,0,12526.0,2011-12-09 12:09:00,0,0
12527,348.71000000000004,3,78.0,18,0,12527.0,2011-09-19 11:55:00,81,0
12528,1922.28,8,93.75,50,0,12528.0,2011-11-30 14:40:00,8,0
12530,1623.63,5,180.0,51,0,12530.0,2011-10-11 12:34:00,59,0
12531,125.22,1,45.0,17,0,12531.0,2011-11-25 11:12:00,14,0
12532,349.83000000000004,1,153.0,16,0,12532.0,2011-11-09 13:47:00,29,0
12534,1089.18,1,651.0,63,0,12534.0,2011-08-01 10:26:00,130,0
12535,716.35,2,109.5,28,0,12535.0,2011-09-09 08:48:00,91,0
12536,4111.46,5,533.6,260,2,12536.0,2011-12-02 12:43:00,7,0
12538,363.95,1,191.0,21,0,12538.0,2011-11-10 17:16:00,28,0
12539,3852.5,5,413.2,158,2,12539.0,2011-11-17 13:30:00,21,0
12540,13309.04,19,351.42105263157896,278,2,12540.0,2011-11-20 11:31:00,19,0
12541,981.18,3,226.66666666666663,46,0,12541.0,2011-11-10 10:40:00,29,0
12544,355.7,2,66.0,19,0,12544.0,2011-11-10 11:12:00,29,0
12545,1000.39,2,261.5,42,0,12545.0,2011-09-25 13:39:00,74,0
12546,1141.5,3,205.66666666666663,59,0,12546.0,2011-10-24 12:09:00,46,0
12547,207.8,2,67.0,7,0,12547.0,2011-05-26 12:38:00,197,1
12548,95.2,1,49.0,5,0,12548.0,2011-06-26 15:35:00,165,0
12550,964.83,1,569.0,57,0,12550.0,2011-09-21 14:35:00,78,0
12551,168.0,1,100.0,10,0,12551.0,2010-12-17 11:23:00,357,1
12552,437.82,2,44.0,20,0,12552.0,2011-11-01 10:02:00,38,0
12553,3652.25,14,137.42857142857142,95,2,12553.0,2011-12-01 16:38:00,7,0
12556,585.06,2,170.5,100,0,12556.0,2011-10-20 13:06:00,49,0
12557,11990.96,5,876.8,15,0,12557.0,2011-11-23 16:59:00,15,0
12558,0.0,2,0.0,11,0,12558.0,2011-12-08 10:14:00,1,0
12559,536.21,3,93.66666666666669,21,0,12559.0,2011-02-02 09:49:00,310,1
12560,2101.39,4,269.5,92,0,12560.0,2011-12-04 13:54:00,4,0
12561,238.85,1,177.0,16,0,12561.0,2011-02-10 11:39:00,302,1
12562,3781.74,7,254.1428571428571,99,0,12562.0,2011-12-01 17:20:00,7,0
12564,456.9,1,133.0,21,0,12564.0,2011-03-23 14:55:00,260,1
12565,131.17,2,37.5,9,0,12565.0,2011-03-03 11:43:00,281,1
12566,346.7,2,132.0,19,0,12566.0,2011-09-28 09:57:00,72,0
12567,9114.94,11,371.72727272727275,323,2,12567.0,2011-11-17 11:02:00,22,0
12569,4064.99,35,51.22857142857143,92,2,12569.0,2011-12-07 16:24:00,1,0
12571,519.61,2,261.5,31,0,12571.0,2011-10-31 10:19:00,39,0
12572,1004.72,3,150.0,53,0,12572.0,2011-12-01 09:20:00,8,0
12573,157.19,1,81.0,26,0,12573.0,2011-04-26 15:52:00,226,1
12574,218.45,1,61.0,11,0,12574.0,2011-01-28 09:20:00,315,1
12576,1306.98,6,160.66666666666666,72,0,12576.0,2011-11-04 10:11:00,35,0
12577,555.8,4,113.75,137,0,12577.0,2011-11-04 13:28:00,34,0
12578,2753.36,4,292.75,112,0,12578.0,2011-11-18 13:30:00,20,0
12579,410.72,3,92.66666666666669,29,0,12579.0,2011-09-27 13:57:00,72,0
12580,415.7,1,238.0,24,0,12580.0,2011-04-07 10:24:00,246,1
12581,197.71,1,161.0,15,0,12581.0,2011-10-31 08:56:00,39,0
12582,511.36,2,150.0,21,0,12582.0,2011-04-15 08:45:00,238,1
12583,7187.34,18,278.27777777777777,115,2,12583.0,2011-12-07 08:07:00,2,0
12584,1893.95,18,19.666666666666668,44,0,12584.0,2011-12-06 09:35:00,3,0
12585,1982.81,4,314.5,77,0,12585.0,2011-04-19 13:39:00,233,1
12586,179.94,2,38.5,12,0,12586.0,2011-11-22 16:24:00,16,0
12587,144.0,1,51.0,4,0,12587.0,2011-12-02 12:47:00,7,0
12588,214.9,1,53.0,10,0,12588.0,2011-10-31 15:01:00,38,0
12589,646.68,2,153.0,29,0,12589.0,2011-11-11 10:19:00,28,0
12590,9861.38,3,1426.3333333333333,68,2,12590.0,2011-06-02 14:25:00,189,1
12591,452.85,1,228.0,26,0,12591.0,2011-01-26 14:35:00,316,1
12592,437.6,2,145.0,11,0,12592.0,2011-09-08 15:04:00,91,0
12593,418.1,3,68.66666666666667,14,0,12593.0,2011-08-23 12:43:00,108,0
12594,3320.2200000000003,11,161.45454545454547,50,0,12594.0,2011-11-02 12:20:00,37,0
12596,618.27,2,237.0,25,0,12596.0,2011-10-19 13:02:00,50,0
12597,3683.13,5,437.4,184,2,12597.0,2011-11-20 13:33:00,18,0
12598,3002.68,9,215.55555555555551,84,0,12598.0,2011-11-30 12:18:00,9,0
12599,1032.58,7,136.57142857142858,32,0,12599.0,2011-11-10 13:34:00,28,0
12600,2581.04,11,70.27272727272727,32,0,12600.0,2011-11-11 10:29:00,28,0
12601,569.5600000000001,6,40.666666666666664,21,0,12601.0,2011-06-03 10:17:00,189,1
12602,153.12,1,162.0,12,0,12602.0,2011-10-12 11:22:00,58,0
12603,739.1999999999999,1,64.0,3,0,12603.0,2011-11-18 10:42:00,21,0
12604,254.18,2,100.5,15,0,12604.0,2011-09-21 14:08:00,78,0
12605,-7.5,1,-4.0,3,0,12605.0,2010-12-09 15:41:00,364,1
12607,0.0,2,0.0,101,0,12607.0,2011-10-12 16:17:00,57,0
12609,1126.85,3,216.0,57,0,12609.0,2011-09-22 16:34:00,77,0
12610,2057.99,7,146.85714285714286,85,0,12610.0,2011-11-17 09:34:00,22,0
12611,1193.32,1,846.0,65,0,12611.0,2011-10-18 13:12:00,51,0
12612,643.59,2,125.5,19,0,12612.0,2011-10-13 12:12:00,57,0
12613,3218.98,6,266.0,124,0,12613.0,2011-11-08 13:30:00,30,0
12614,315.6,1,76.0,20,0,12614.0,2011-03-07 10:22:00,277,1
12615,2291.19,4,344.0,82,0,12615.0,2011-12-07 15:02:00,1,0
12616,657.25,5,54.6,25,0,12616.0,2011-09-15 17:02:00,84,0
12617,341.63,1,199.0,39,0,12617.0,2011-11-10 14:39:00,28,0
12618,177.31,1,96.0,11,0,12618.0,2011-11-18 11:10:00,21,0
12619,3214.81,13,258.0,50,0,12619.0,2011-11-23 14:52:00,15,0
12620,1339.41,3,393.6666666666667,89,0,12620.0,2011-11-25 10:20:00,14,0
12621,13612.07,23,321.9130434782609,261,2,12621.0,2011-12-08 11:25:00,1,0
12622,180.1,1,69.0,11,0,12622.0,2011-04-21 16:39:00,231,1
12623,305.1,1,191.0,18,0,12623.0,2011-03-08 13:50:00,275,1
12624,641.13,2,177.5,36,0,12624.0,2011-08-25 15:04:00,105,0
12625,2614.32,3,525.6666666666666,74,0,12625.0,2011-05-12 09:54:00,211,1
12626,6388.35,13,257.6923076923077,232,2,12626.0,2011-11-16 16:06:00,22,0
12627,4478.53,7,393.1428571428572,162,2,12627.0,2011-11-29 12:07:00,10,0
12628,769.61,4,111.25,34,0,12628.0,2011-12-05 13:15:00,3,0
12630,1270.88,2,274.0,60,0,12630.0,2011-11-30 10:48:00,9,0
12631,640.5,1,236.0,31,0,12631.0,2011-10-13 13:53:00,56,0
12633,2140.63,5,229.8,73,0,12633.0,2011-10-12 11:40:00,58,0
12635,1689.18,2,586.0,96,0,12635.0,2011-09-11 11:04:00,89,0
12637,5925.26,10,297.6,205,2,12637.0,2011-10-03 13:46:00,66,0
12638,671.69,1,577.0,39,0,12638.0,2011-11-06 13:11:00,32,0
12639,486.1,1,201.0,22,0,12639.0,2011-04-15 12:48:00,238,1
12640,1174.58,3,103.66666666666669,47,0,12640.0,2011-11-16 11:52:00,23,0
12641,185.9,1,72.0,10,0,12641.0,2011-08-16 13:26:00,114,0
12642,1013.26,3,184.0,39,0,12642.0,2011-11-14 15:03:00,24,0
12643,3344.64,6,301.3333333333333,11,0,12643.0,2011-08-03 12:56:00,127,0
12644,477.91,1,325.0,31,0,12644.0,2011-08-02 10:33:00,129,0
12645,1755.38,5,214.4,58,0,12645.0,2011-11-06 12:38:00,33,0
12646,1346.97,2,448.5,43,0,12646.0,2011-12-05 10:14:00,4,0
12647,3669.92,13,109.23076923076924,79,0,12647.0,2011-11-17 12:56:00,21,0
12648,318.05,1,160.0,21,0,12648.0,2011-07-08 11:55:00,154,0
12649,603.71,4,143.5,30,0,12649.0,2011-08-24 14:41:00,106,0
12650,314.44,1,254.0,20,0,12650.0,2011-12-06 16:34:00,2,0
12651,114.0,1,78.0,9,0,12651.0,2011-01-09 12:46:00,334,1
12652,914.53,2,251.0,48,0,12652.0,2011-01-21 17:01:00,321,1
12653,2209.85,2,459.5,37,0,12653.0,2011-07-14 10:41:00,148,0
12654,601.98,5,52.8,31,0,12654.0,2011-11-29 10:10:00,10,0
12656,3982.72,8,213.5,89,0,12656.0,2011-11-22 13:42:00,16,0
12657,1152.06,5,130.8,35,0,12657.0,2011-11-28 15:47:00,10,0
12658,686.05,1,320.0,36,0,12658.0,2011-11-21 10:22:00,18,0
12659,91.68,1,105.0,5,0,12659.0,2011-11-10 11:53:00,29,0
12660,245.1,1,127.0,13,0,12660.0,2011-11-28 13:26:00,10,0
12662,3817.08,12,170.0,129,2,12662.0,2011-12-09 11:59:00,0,0
12664,4863.88,10,120.2,10,0,12664.0,2011-12-01 17:07:00,7,0
12665,61.75,2,18.0,3,0,12665.0,2011-01-19 08:34:00,324,1
12666,-227.44,1,-56.0,2,0,12666.0,2010-12-15 14:42:00,358,1
12667,620.13,1,395.0,33,0,12667.0,2011-10-12 17:00:00,57,0
12668,3743.18,6,265.8333333333333,115,0,12668.0,2011-12-02 15:10:00,6,0
12669,1607.73,4,278.5,98,0,12669.0,2011-07-12 09:54:00,150,0
12670,2986.15,6,231.83333333333337,58,0,12670.0,2011-11-29 15:23:00,9,0
12672,225.9,1,78.0,10,0,12672.0,2011-01-14 09:20:00,329,1
12673,610.52,2,175.5,42,0,12673.0,2011-12-04 13:55:00,4,0
12674,1922.26,7,157.57142857142858,52,0,12674.0,2011-11-28 12:22:00,11,0
12676,1331.39,6,111.66666666666669,33,0,12676.0,2011-11-15 12:25:00,24,0
12678,17588.26,13,838.3846153846154,105,2,12678.0,2011-10-28 13:04:00,41,0
12679,1058.67,9,58.888888888888886,45,0,12679.0,2011-10-18 13:43:00,51,0
12680,862.81,4,110.75,33,0,12680.0,2011-12-09 12:50:00,0,0
12681,13677.59,27,278.44444444444446,267,2,12681.0,2011-11-25 11:35:00,14,0
12682,12279.82,31,179.19354838709677,209,2,12682.0,2011-12-06 10:00:00,3,0
12683,8221.09,20,245.15,177,2,12683.0,2011-12-05 16:31:00,3,0
12684,2283.63,7,283.57142857142856,61,0,12684.0,2011-12-02 09:53:00,7,0
12685,2863.08,6,253.83333333333337,117,0,12685.0,2011-11-11 13:46:00,27,0
12686,89.14,1,107.0,7,0,12686.0,2010-12-03 09:51:00,371,1
12688,4873.81,1,3028.0,171,2,12688.0,2011-08-18 08:49:00,113,0
12689,1247.61,2,314.0,57,0,12689.0,2011-11-14 08:31:00,25,0
12690,389.01,1,106.0,16,0,12690.0,2011-05-18 09:09:00,205,1
12691,1035.8,6,65.66666666666667,21,0,12691.0,2011-11-11 16:49:00,27,0
12693,830.96,6,41.666666666666664,35,0,12693.0,2011-08-11 09:16:00,120,0
12694,869.67,2,254.5,32,0,12694.0,2011-09-30 13:06:00,69,0
12695,582.1,4,55.0,23,0,12695.0,2011-12-02 13:22:00,6,0
12697,939.02,5,99.8,37,0,12697.0,2011-11-18 16:17:00,20,0
12700,4867.99,6,493.8333333333333,193,2,12700.0,2011-12-02 10:49:00,7,0
12701,797.71,2,339.0,50,0,12701.0,2011-09-21 10:47:00,79,0
12702,219.0,1,53.0,12,0,12702.0,2011-11-20 10:36:00,19,0
12703,274.7,2,80.5,21,0,12703.0,2011-10-06 19:23:00,63,0
12704,2220.84,10,100.3,64,0,12704.0,2011-12-02 13:15:00,6,0
12705,6814.24,14,283.7857142857143,228,2,12705.0,2011-11-24 13:17:00,14,0
12707,603.42,1,256.0,33,0,12707.0,2011-02-21 08:38:00,291,1
12708,2616.32,16,79.375,86,2,12708.0,2011-11-10 09:52:00,29,0
12709,9264.1,26,146.46153846153845,103,2,12709.0,2011-12-06 16:42:00,2,0
12710,1130.57,4,212.25,75,0,12710.0,2011-09-04 12:00:00,96,0
12712,4241.63,17,61.411764705882355,59,0,12712.0,2011-11-17 09:15:00,22,0
12713,848.55,1,508.0,38,0,12713.0,2011-12-09 12:16:00,0,0
12714,4708.86,5,613.8,216,2,12714.0,2011-11-30 15:43:00,8,0
12715,343.36,1,192.0,20,0,12715.0,2011-08-25 15:22:00,105,0
12716,1053.49,2,354.0,60,0,12716.0,2011-12-06 08:55:00,3,0
12717,980.98,3,168.33333333333334,49,0,12717.0,2011-07-11 14:51:00,150,0
12718,238.25,1,203.0,19,0,12718.0,2011-09-29 16:38:00,70,0
12719,608.1,3,120.33333333333331,34,0,12719.0,2011-12-04 13:45:00,4,0
12720,5713.28,29,160.48275862068965,211,2,12720.0,2011-12-07 08:03:00,2,0
12721,2628.98,7,279.14285714285717,134,2,12721.0,2011-11-08 12:13:00,31,0
12722,904.33,6,93.33333333333331,50,0,12722.0,2011-09-15 14:50:00,84,0
12723,725.0699999999999,5,86.8,53,0,12723.0,2011-12-06 10:19:00,3,0
12724,1031.41,4,111.25,47,0,12724.0,2011-12-04 16:02:00,4,0
12725,427.8,1,164.0,24,0,12725.0,2010-12-03 15:45:00,370,1
12726,2609.1,7,449.0,57,0,12726.0,2011-11-11 13:35:00,27,0
12727,3947.7,9,231.66666666666663,109,2,12727.0,2011-11-29 11:46:00,10,0
12728,836.33,4,104.75,38,0,12728.0,2011-09-29 15:31:00,70,0
12729,453.01,1,233.0,26,0,12729.0,2011-08-18 11:40:00,113,0
12731,18793.41,14,597.5714285714286,109,2,12731.0,2011-11-16 11:59:00,23,0
12732,236.26,1,111.0,12,0,12732.0,2011-06-13 11:33:00,179,0
12733,383.95,1,137.0,22,0,12733.0,2011-04-19 16:19:00,233,1
12734,110.4,1,88.0,4,0,12734.0,2010-12-22 12:47:00,352,1
12735,779.57,2,184.0,38,0,12735.0,2011-01-28 13:37:00,314,1
12736,234.0,1,173.0,4,0,12736.0,2011-01-11 07:57:00,332,1
12738,155.35,1,148.0,11,0,12738.0,2010-12-02 18:27:00,371,1
12739,1013.04,2,243.0,38,0,12739.0,2011-09-22 13:00:00,77,0
12740,427.6,1,342.0,27,0,12740.0,2011-10-07 10:44:00,63,0
12743,530.58,2,154.0,114,0,12743.0,2011-07-28 16:21:00,133,0
12744,9120.39,10,523.4,178,2,12744.0,2011-10-19 11:18:00,51,0
12747,4196.01,11,115.9090909090909,42,0,12747.0,2011-12-07 14:34:00,1,0
12748,27801.21,224,103.32589285714286,1769,1,12748.0,2011-12-09 12:20:00,0,0
12749,3868.2,8,177.75,160,2,12749.0,2011-12-06 09:56:00,3,0
12750,275.88,1,137.0,15,0,12750.0,2011-08-03 09:13:00,128,0
12752,4366.78,1,2262.0,53,2,12752.0,2011-09-19 13:32:00,80,0
12753,21024.01,11,1022.7272727272727,132,2,12753.0,2011-12-06 11:40:00,3,0
12754,2949.12,5,1295.8,50,0,12754.0,2011-04-18 09:00:00,235,1
12755,2203.2,4,216.5,5,0,12755.0,2011-04-04 10:12:00,249,1
12756,112.08,1,144.0,4,0,12756.0,2011-09-14 09:31:00,86,0
12757,4102.55,19,121.36842105263158,237,2,12757.0,2011-11-24 12:30:00,15,0
