customer_id,total_revenue,total_invoices,avg_basket_size,unique_products
12553,3652.25,14,137.42857142857142,95
12556,585.06,2,170.5,100
12557,11990.96,5,876.8,15
12558,0.0,2,0.0,11
12559,536.21,3,93.66666666666667,21
12560,2101.39,4,269.5,92
12561,238.85,1,177.0,16
12562,3781.7400000000002,7,254.14285714285714,99
12564,456.90000000000003,1,133.0,21
12565,131.17,2,37.5,9
12566,346.7,2,132.0,19
12567,9114.94,11,371.72727272727275,323
12569,4064.9900000000002,35,51.22857142857143,92
12571,519.61,2,261.5,31
12572,1004.72,3,150.0,53
12573,157.19,1,81.0,26
12574,218.45000000000002,1,61.0,11
12576,1306.98,6,160.66666666666666,72
12577,555.8,4,113.75,137
12578,2753.36,4,292.75,112
12579,410.72,3,92.66666666666667,29
12580,415.7,1,238.0,24
12581,197.71,1,161.0,15
12582,511.36,2,150.0,21
12583,7187.34,18,278.27777777777777,115
12584,1893.95,18,19.666666666666668,44
12585,1982.81,4,314.5,77
12586,179.94,2,38.5,12
12587,144.0,1,51.0,4
12588,214.9,1,53.0,10
12589,646.68,2,153.0,29
12590,9861.38,3,1426.3333333333333,68
12591,452.85,1,228.0,26
12592,437.6,2,145.0,11
12593,418.09999999999997,3,68.66666666666667,14
12594,3320.2200000000003,11,161.45454545454547,50
12596,618.27,2,237.0,25
12597,3683.13,5,437.4,184
12598,3002.68,9,215.55555555555554,84
12599,1032.58,7,136.57142857142858,32
12600,2581.04,11,70.27272727272727,32
12601,569.5600000000001,6,40.666666666666664,21
12602,153.12,1,162.0,12
12603,739.1999999999999,1,64.0,3
12604,254.18,2,100.5,15
12605,-7.5,1,-4.0,3
12607,0.0,2,0.0,101
12609,1126.85,3,216.0,57
12610,2057.99,7,146.85714285714286,85
12611,1193.32,1,846.0,65
12612,643.59,2,125.5,19
12613,3218.98,6,266.0,124
12614,315.6,1,76.0,20
12615,2291.19,4,344.0,82
12616,657.25,5,54.6,25
12617,341.63,1,199.0,39
12618,177.31,1,96.0,11
12619,3214.81,13,258.0,50
12620,1339.41,3,393.6666666666667,89
12621,13612.07,23,321.9130434782609,261
12622,180.1,1,69.0,11
12623,305.1,1,191.0,18
12624,641.13,2,177.5,36
12625,2614.32,3,525.6666666666666,74
12626,6388.35,13,257.6923076923077,232
12627,4478.53,7,393.14285714285717,162
12628,769.61,4,111.25,34
12630,1270.88,2,274.0,60
12631,640.5,1,236.0,31
12633,2140.63,5,229.8,73
12635,1689.18,2,586.0,96
12637,5925.26,10,297.6,205
12638,671.69,1,577.0,39
12639,486.1,1,201.0,22
12640,1174.58,3,103.66666666666667,47
12641,185.9,1,72.0,10
12642,1013.26,3,184.0,39
12643,3344.64,6,301.3333333333333,11
12644,477.91,1,325.0,31
12645,1755.38,5,214.4,58
12646,1346.97,2,448.5,43
12647,3669.92,13,109.23076923076923,79
12648,318.05,1,160.0,21
12649,603.71,4,143.5,30
12650,314.44,1,254.0,20
12651,114.0,1,78.0,9
12652,914.53,2,251.0,48
12653,2209.85,2,459.5,37
12654,601.98,5,52.8,31
12656,3982.72,8,213.5,89
12657,1152.06,5,130.8,35
12658,686.05,1,320.0,36
12659,91.68,1,105.0,5
12660,245.1,1,127.0,13
12662,3817.08,12,170.0,129
12664,4863.88,10,120.2,10
12665,61.75,2,18.0,3
12666,-227.44,1,-56.0,2
12667,620.13,1,395.0,33
12668,3743.18,6,265.8333333333333,115
12669,1607.73,4,278.5,98
12670,2986.15,6,231.83333333333334,58
12672,225.9,1,78.0,10
12673,610.52,2,175.5,42
12674,1922.26,7,157.57142857142858,52
12676,1331.39,6,111.66666666666667,33
12678,17588.26,13,838.3846153846154,105
12679,1058.67,9,58.888888888888886,45
12680,862.81,4,110.75,33
12681,13677.59,27,278.44444444444446,267
12682,12279.82,31,179.19354838709677,209
12683,8221.09,20,245.15,177
12684,2283.63,7,283.57142857142856,61
12685,2863.08,6,253.83333333333334,117
12686,89.14,1,107.0,7
12688,4873.81,1,3028.0,171
12689,1247.61,2,314.0,57
12690,389.01,1,106.0,16
12691,1035.8,6,65.66666666666667,21
12693,830.96,6,41.666666666666664,35
12694,869.67,2,254.5,32
12695,582.1,4,55.0,23
12697,939.02,5,99.8,37
12700,4867.99,6,493.8333333333333,193
12701,797.71,2,339.0,50
12702,219.0,1,53.0,12
12703,274.7,2,80.5,21
12704,2220.84,10,100.3,64
12705,6814.24,14,283.7857142857143,228
12707,603.42,1,256.0,33
12708,2616.32,16,79.375,86
12709,9264.1,26,146.46153846153845,103
12710,1130.57,4,212.25,75
12712,4241.63,17,61.411764705882355,59
12713,848.55,1,508.0,38
12714,4708.86,5,613.8,216
12715,343.36,1,192.0,20
12716,1053.49,2,354.0,60
12717,980.98,3,168.33333333333334,49
12718,238.25,1,203.0,19
12719,608.1,3,120.33333333333333,34
12720,5713.28,29,160.48275862068965,211
12721,2628.98,7,279.14285714285717,134
12722,904.33,6,93.33333333333333,50
12723,725.0699999999999,5,86.8,53
12724,1031.41,4,111.25,47
12725,427.8,1,164.0,24
12726,2609.1,7,449.0,57
12727,3947.7000000000003,9,231.66666666666666,109
12728,836.33,4,104.75,38
12729,453.01,1,233.0,26
12731,18793.41,14,597.5714285714286,109
12732,236.26,1,111.0,12
12733,383.95,1,137.0,22
12734,110.4,1,88.0,4
12735,779.57,2,184.0,38
12736,234.0,1,173.0,4
12738,155.35,1,148.0,11
12739,1013.04,2,243.0,38
12740,427.6,1,342.0,27
12743,530.58,2,154.0,114
12744,9120.39,10,523.4,178
12747,4196.01,11,115.9090909090909,42
12748,27801.21,224,103.32589285714286,1769
12749,3868.2,8,177.75,160
12750,275.88,1,137.0,15
12752,4366.78,1,2262.0,53
12753,21024.01,11,1022.7272727272727,132
12754,2949.12,5,1295.8,50
12755,2203.2,4,216.5,5
12756,112.08,1,144.0,4
12757,4102.55,19,121.36842105263158,237
12758,2791.59,2,1067.5,84
12759,1531.44,3,300.6666666666667,81
12762,1898.52,2,613.5,62
12763,494.08,2,158.0,16
12764,1693.88,1,386.0,45
12766,6989.63,7,520.8571428571429,205
12769,1143.6,1,356.0,32
12770,1351.45,1,743.0,12
12772,892.47,1,556.0,55
12775,1351.24,6,142.16666666666666,47
12778,804.23,7,117.71428571428571,40
12779,3868.7,12,166.33333333333334,88
12781,707.72,5,118.4,25
12782,2273.32,6,178.33333333333334,81
12783,1603.8700000000001,8,77.75,76
12784,512.67,2,137.5,54
12785,305.71,2,64.0,14
12787,463.66,3,87.0,17
12789,91.85,1,4.0,4
12790,324.92,1,166.0,21
12791,192.60000000000002,1,97.0,2
12792,400.54,1,217.0,25
12793,545.48,2,147.5,21
12794,860.41,2,296.0,43
12795,430.48,1,68.0,14
12797,194.18,3,26.333333333333332,13
12798,6977.04,3,1752.0,6
12802,412.58,2,151.0,25
12808,483.65,3,62.666666666666664,27
12809,484.36,2,109.5,25
12811,514.85,3,76.66666666666667,27
12812,229.64000000000001,1,164.0,15
12814,125.92,1,49.0,2
12815,1063.46,2,189.5,38
12816,572.2,2,64.0,27
12817,166.04,1,53.0,4
12818,1517.88,2,461.5,14
12820,942.34,4,180.5,55
12821,92.72,1,70.0,6
12822,918.98,3,182.66666666666666,41
12823,1759.5,5,46.0,1
12824,397.12,1,232.0,25
12826,1468.1200000000001,8,131.75,58
12827,430.15000000000003,3,65.66666666666667,19
12828,1018.71,6,82.33333333333333,46
12829,253.04999999999998,3,125.0,9
12830,6748.400000000001,7,1406.7142857142858,14
12831,215.04999999999998,1,135.0,9
12832,383.03,2,97.5,27
12833,417.38,1,156.0,24
12834,312.38,1,110.0,18
12836,2597.76,4,264.0,148
12837,134.1,1,24.0,12
12838,648.23,2,171.0,115
12839,5568.72,16,237.125,96
12840,2714.27,6,250.83333333333334,67
12841,3836.88,26,101.5,230
12842,1118.99,2,273.5,34
12843,1652.8700000000001,9,82.88888888888889,69
12844,317.41,2,60.0,47
12845,354.09,4,51.0,26
12847,757.98,1,795.0,72
12849,997.6899999999999,2,295.5,47
12851,126.16,1,93.0,43
12852,299.75,2,72.5,17
12853,1881.7,9,86.88888888888889,66
12854,1270.5,5,123.4,97
12855,38.1,1,30.0,3
12856,2095.08,8,131.25,155
12857,1106.4,2,171.5,37
12863,504.2,2,93.0,5
12864,147.12,1,216.0,3
12865,1548.07,3,292.3333333333333,87
12866,559.12,1,171.0,26
12867,3886.11,10,419.3,241
12868,1607.0600000000002,6,154.66666666666666,72
12870,-14.9,1,-2.0,2
12871,380.64,2,100.0,8
12872,599.97,2,159.5,58
12873,374.0,1,128.0,4
12875,343.2300000000001,2,1009.5,1
12876,2218.02,2,970.5,67
12877,1535.77,12,98.16666666666667,100
12878,841.64,3,178.66666666666666,38
12879,552.5699999999999,4,90.75,7
12881,298.0,1,21.0,7
12882,1463.04,2,123.0,12
12883,703.47,4,49.0,39
12884,309.05,1,43.0,7
12885,1158.27,4,163.5,66
12886,1351.09,3,253.66666666666666,75
12888,313.77,4,17.0,4
12890,375.07,1,253.0,78
12891,331.00000000000006,3,316.6666666666667,2
12893,149.2,1,75.0,27
12895,347.3,3,68.0,22
12897,216.5,2,55.0,3
12901,16293.1,36,580.9722222222222,32
12902,138.68,1,66.0,10
12904,479.81,2,140.5,59
12906,2919.81,5,349.8,55
12908,246.0,4,0.0,2
12909,2113.98,8,158.375,78
12910,3075.04,8,211.5,48
12912,1662.3,5,134.0,17
12913,2483.63,5,283.8,37
12915,363.65,2,46.5,19
12916,2838.15,5,210.0,53
12917,594.0,1,120.0,2
12919,1301.44,8,83.5,34
12920,162.78,1,128.0,27
12921,16389.74,50,189.08,233
12922,405.38,1,370.0,28
12923,172.82,1,68.0,28
12924,784.39,5,77.6,22
12925,694.05,2,270.5,42
12928,2062.7,5,294.4,59
12929,105.1,2,18.0,8
12930,409.90000000000003,4,62.5,20
12931,32667.61,20,1141.65,29
12933,598.78,4,124.0,103
12935,2156.45,8,231.5,80
12936,1012.9,5,107.8,56
12937,1504.27,4,251.75,81
12938,114.14,1,140.0,9
12939,11581.8,8,609.5,21
12940,847.44,4,96.75,88
12942,675.6,3,66.0,68
12943,-3.75,1,-1.0,1
12944,604.51,2,144.5,29
12945,462.95,1,165.0,23
12947,1407.29,11,105.18181818181819,83
12948,2053.7,8,134.625,82
12949,4143.02,10,236.3,166
12950,1843.0,3,460.0,13
12951,1042.07,8,62.5,54
12952,1382.84,5,130.4,64
12953,329.85,1,84.0,17
12955,4734.26,14,260.14285714285717,81
12956,108.07,1,34.0,19
12957,3979.04,12,210.91666666666666,208
12962,266.39,2,64.5,15
12963,1841.03,9,97.0,76
12965,769.81,1,282.0,108
12966,160.18,1,75.0,10
12967,1194.75,4,60.75,21
12968,135.95,1,73.0,5
12970,376.73,4,61.75,116
12971,10930.26,89,103.40449438202248,95
12974,144.8,1,24.0,8
12976,738.6,1,561.0,22
12977,39.24,1,12.0,9
12980,7092.06,12,72.0,6
12981,372.21999999999997,2,121.0,12
12982,377.2,2,139.0,28
12984,97.5,1,26.0,4
12985,1215.62,3,471.0,73
12987,545.0,3,72.33333333333333,27
12988,476.42,1,112.0,75
12989,6854.51,19,153.42105263157896,41
12990,409.5,3,66.66666666666667,8
12991,503.76,2,202.5,31
12993,414.76,4,60.0,26
12994,902.22,5,88.0,52
12995,200.72,2,49.0,3
12997,1197.94,7,92.57142857142857,45
12999,455.88,3,114.0,25
13000,534.85,3,126.33333333333333,30
13001,9687.880000000001,15,362.06666666666666,166
13002,120.94999999999999,1,73.0,7
13003,149.05,3,34.333333333333336,4
13004,5613.43,22,218.0,277
13005,468.95,3,55.666666666666664,21
13006,81.57,1,55.0,4
13008,178.46999999999997,2,57.5,15
13011,50.550000000000004,1,13.0,3
13012,1296.6200000000001,11,60.63636363636363,68
13013,4786.99,15,147.8,155
13014,3365.43,16,55.375,67
13015,3339.64,5,321.8,156
13016,789.89,3,175.66666666666666,39
13017,204.0,1,48.0,1
13018,7272.75,29,187.3793103448276,313
13021,2584.4,12,111.33333333333333,103
13023,689.9,2,143.0,36
13026,936.15,8,198.25,34
13027,6912.0,6,2880.0,6
13028,659.68,3,265.3333333333333,40
13029,1247.5,3,44.666666666666664,8
13030,633.96,2,131.0,76
13032,996.52,3,122.33333333333333,55
13033,190.55,1,83.0,11
13034,642.77,2,184.5,37
13035,886.63,3,209.0,23
13037,881.07,3,143.66666666666666,44
13038,908.46,3,120.0,24
13040,676.99,2,177.5,38
13043,471.57,2,125.5,13
13044,560.47,1,429.0,33
13045,305.28000000000003,1,221.0,18
13046,629.3100000000001,2,132.0,33
13047,3079.1,18,75.27777777777777,106
13048,1780.91,5,242.0,77
13049,656.6800000000001,2,134.0,14
13050,5677.08,28,131.85714285714286,246
13052,348.15000000000003,1,222.0,18
13055,1201.96,4,222.75,74
13058,271.4,3,17.333333333333332,5
13059,183.4,1,35.0,8
13060,307.53,1,123.0,15
13061,248.61,1,107.0,10
13062,346.98,1,343.0,11
13064,1100.64,4,127.75,51
13065,205.86,1,74.0,14
13066,430.90000000000003,3,106.66666666666667,48
13067,99.56,1,30.0,14
13068,344.0,2,100.0,1
13069,3697.35,27,201.40740740740742,285
13070,228.8,1,110.0,9
13072,177.15,1,69.0,7
13075,919.61,1,485.0,22
13077,728.02,4,215.5,99
13078,12432.28,43,129.2325581395349,96
13079,220.1,5,12.4,2
13080,58.08,1,120.0,6
13081,27964.48,21,905.7619047619048,511
13082,3595.48,10,431.3,63
13083,303.75,2,93.5,15
13085,272.38,3,36.0,17
13089,57242.33,118,260.22033898305085,636
13090,8689.39,18,121.88888888888889,98
13091,319.82,2,225.0,21
13092,459.83,6,45.166666666666664,19
13093,7741.47,13,303.3076923076923,99
13094,1708.8600000000001,16,96.375,4
13095,74.39999999999999,1,144.0,6
13097,5829.07,14,165.07142857142858,215
13098,28658.88,41,388.0731707317073,163
13099,207.35999999999999,1,288.0,1
13101,101.19,1,113.0,8
13102,6336.29,27,154.07407407407408,141
13103,243.94,1,82.0,8
13104,1098.48,6,84.0,14
13106,59.5,2,7.0,1
13107,1524.07,5,257.6,54
13108,350.06,1,298.0,10
13109,766.84,5,102.8,41
13110,1451.42,8,47.875,109
13113,10521.55,40,65.025,113
13115,2205.63,14,109.57142857142857,92
13116,485.19,2,145.0,30
13117,984.91,8,118.125,66
13118,1125.0,7,55.57142857142857,68
13120,30.599999999999998,1,12.0,1
13121,254.73,2,113.5,50
13122,922.39,2,292.5,54
13124,3708.73,3,701.3333333333334,185
13126,2056.29,10,213.0,124
13127,259.17,1,127.0,15
13130,64.0,1,32.0,2
13131,1039.3,4,110.75,30
13132,77.3,1,20.0,3
13133,109.8,2,16.0,7
13134,1740.63,7,149.14285714285714,94
13135,3096.0,1,4300.0,1
13136,2545.38,11,119.27272727272727,97
13137,3347.39,9,229.77777777777777,346
13138,962.39,6,78.83333333333333,31
13139,5055.79,8,302.25,132
13140,422.47,3,61.666666666666664,40
13141,2385.8,6,257.8333333333333,113
13142,307.09,1,258.0,23
13144,110.95,1,21.0,3
13145,614.77,5,28.4,5
13146,222.41,1,152.0,16
13147,712.8000000000001,4,36.0,1
13148,3276.39,17,104.82352941176471,238
13149,1676.06,4,320.0,76
13151,1241.07,2,179.5,73
13153,486.22,1,418.0,15
13154,-611.86,1,-1.0,1
13155,965.86,4,123.75,67
13157,1721.57,5,286.0,69
13158,1201.06,4,196.0,59
13159,1370.0,5,208.6,114
13160,91.8,1,56.0,4
13161,112.75,1,29.0,8
13162,1644.99,5,332.6,74
13165,1021.48,2,688.0,40
13166,396.65,2,102.5,39
13167,791.33,4,196.25,51
13168,1282.96,5,132.8,102
13169,712.88,2,136.0,11
13170,107.64,1,138.0,29
13171,426.81,5,45.4,37
13173,353.65,2,138.5,41
13174,2567.85,3,414.6666666666667,228
13176,479.83,1,446.0,66
13177,282.45,1,91.0,17
13178,5725.47,11,324.54545454545456,95
13182,121.18,1,201.0,11
13183,3957.78,9,245.33333333333334,51
13184,1614.13,12,135.33333333333334,138
13185,71.4,1,12.0,1
13186,1539.69,5,160.8,69
13187,236.02,1,95.0,37
13188,114.60000000000001,1,25.0,2
13189,260.68,2,421.0,29
13192,911.94,2,297.5,57
13193,104.23,1,41.0,22
13194,60.7,1,26.0,3
13196,1797.78,4,306.0,97
13198,3384.09,8,330.625,200
13199,9803.96,39,158.25641025641025,48
13200,870.09,4,129.0,42
13203,869.46,4,200.0,56
13207,250.26000000000002,2,65.0,7
13208,1185.08,7,111.42857142857143,124
13209,5789.56,11,381.45454545454544,255
13210,353.48,1,316.0,22
13211,1088.92,3,274.6666666666667,45
13212,776.03,4,76.5,128
13213,1518.43,6,226.16666666666666,82
13216,333.74,1,297.0,5
13217,133.62,5,22.8,3
13218,62.63999999999999,1,88.0,5
13220,819.29,4,49.0,18
13221,847.41,2,122.0,62
13223,163.20000000000002,2,44.0,5
13224,2150.85,3,504.0,101
13225,6356.74,8,424.75,23
13226,108.21,1,80.0,16
13227,257.7,1,99.0,9
13228,358.0,1,200.0,2
13229,160.95000000000002,1,63.0,10
13230,2666.43,15,99.06666666666666,393
13232,1322.3,7,109.42857142857143,147
13233,605.12,2,502.0,43
13235,43.270000000000024,2,209.0,54
13236,727.27,3,137.0,34
13238,680.83,5,59.2,20
13239,329.56,1,363.0,22
13240,651.8,4,73.75,59
13242,270.4,3,43.333333333333336,12
13243,578.32,1,224.0,56
13244,121.74,1,38.0,27
13245,430.5,1,125.0,16
13246,1879.82,7,218.14285714285714,110
13247,501.12,4,82.0,18
13248,465.68,2,152.5,25
13249,711.41,3,182.0,21
13253,1030.4,2,786.0,35
13255,390.66,3,58.0,13
13256,0.0,1,12540.0,1
13258,665.88,3,93.66666666666667,28
13259,266.95,1,114.0,77
13260,557.62,1,142.0,8
13261,944.1,2,105.0,8
13262,200.29,1,125.0,11
13263,7298.93,35,134.4857142857143,450
13265,2092.66,5,348.0,66
13266,3736.39,19,228.78947368421052,83
13267,4404.4400000000005,27,71.81481481481481,88
13268,3097.1,15,238.73333333333332,257
13269,5311.32,17,206.2941176470588,178
13270,590.0,1,200.0,1
13271,144.7,2,64.5,79
13272,276.56,2,48.0,15
13273,138.98,1,153.0,16
13276,590.9300000000001,2,80.5,30
13277,258.4,4,44.0,5
13278,542.73,1,537.0,46
13279,126.30000000000001,2,35.0,9
13280,787.16,3,170.66666666666666,67
13282,1047.84,6,48.166666666666664,30
13283,93.66,2,45.0,7
13284,196.15,2,39.5,13
13285,2709.12,4,512.75,157
13291,358.59,1,227.0,41
13292,578.9399999999999,2,173.5,29
13294,873.74,2,226.5,48
13295,197.95000000000002,2,40.5,11
13296,87.4,1,78.0,5
13297,2089.85,4,240.75,52
13298,360.0,1,96.0,2
13299,142.5,1,30.0,5
13300,365.29,2,100.5,20
13301,618.09,4,86.25,75
13302,63.75,1,5.0,1
13304,300.42,1,238.0,21
13305,2000.86,10,123.2,50
13307,15.0,1,4.0,1
13308,1367.6100000000001,4,210.0,49
13309,1456.79,5,308.8,82
13310,1083.63,6,95.83333333333333,65
13311,598.57,2,152.5,25
13313,1555.32,5,170.2,47
13314,578.66,4,121.0,55
13316,5570.69,5,1101.4,67
13317,2140.07,9,111.44444444444444,101
13318,640.76,3,101.33333333333333,14
13319,10664.34,36,130.16666666666666,211
13320,1475.2,6,176.0,77
13321,567.36,2,186.0,10
13322,199.48000000000002,1,117.0,25
13323,787.85,5,35.0,6
13324,7072.8,12,433.3333333333333,25
13325,675.3,1,240.0,12
13327,3617.57,9,176.44444444444446,74
13328,1308.48,1,680.0,17
13329,740.4,4,106.75,16
13330,1140.93,3,250.33333333333334,37
13332,350.9,1,179.0,21
13334,3447.37,3,583.6666666666666,207
13336,795.12,1,559.0,51
13338,431.82,3,82.33333333333333,19
13339,860.12,1,326.0,54
13340,10736.48,7,824.2857142857143,128
13341,775.85,1,301.0,42
13343,303.93,2,63.0,19
13344,2511.69,3,317.3333333333333,115
13345,377.6,2,69.5,20
13347,341.36,1,205.0,8
13348,233.76000000000002,1,136.0,14
13349,247.32,1,225.0,16
13350,910.72,3,94.66666666666667,36
13351,373.94,1,117.0,16
13352,389.28,2,157.5,24
13354,743.53,1,604.0,51
13355,674.7,1,314.0,32
13356,768.24,1,325.0,42
13357,584.9,1,311.0,85
13358,439.03,1,285.0,29
13359,431.26,2,79.5,23
13362,3085.4900000000002,5,275.8,128
13363,992.5,2,355.0,47
13364,0.0,2,0.0,10
13365,2191.22,3,412.6666666666667,122
13366,56.160000000000004,1,144.0,1
13368,623.4,2,163.5,29
13369,263.75,2,63.5,14
13370,721.32,2,168.0,39
13372,378.64,1,159.0,23
13373,3312.25,3,550.3333333333334,135
13375,772.9,2,220.5,37
13376,1019.76,3,164.33333333333334,45
13379,555.72,3,189.66666666666666,85
13381,3626.81,7,289.57142857142856,77
13382,222.99,1,131.0,15
13384,4122.28,9,268.3333333333333,123
13385,534.57,1,281.0,35
13388,627.15,3,93.66666666666667,35
13389,797.96,3,143.0,50
13390,544.08,1,224.0,13
13391,59.8,1,4.0,1
13394,2312.8,10,221.5,126
13395,307.71999999999997,1,336.0,21
13396,1325.29,4,148.0,42
13397,1539.18,6,71.5,28
13398,457.34,1,281.0,26
13402,621.23,2,239.5,32
13403,75.0,1,44.0,3
13404,252.48999999999998,2,55.5,11
13405,572.45,3,54.666666666666664,25
13408,27577.09,81,199.03703703703704,236
13410,988.91,7,73.28571428571429,15
13411,209.8,1,69.0,17
13414,1390.5,3,524.6666666666666,23
13416,712.5,2,71.0,11
13417,640.83,2,81.0,26
13418,5845.44,23,166.91304347826087,223
13419,221.06,1,275.0,16
13420,140.35,4,22.0,8
13421,1792.01,3,367.6666666666667,89
13422,2601.55,2,660.5,127
13425,1624.21,3,374.3333333333333,66
13426,3550.7000000000003,12,185.33333333333334,104
13427,582.6,3,181.66666666666666,25
13428,199.29,1,148.0,70
13429,1006.8,4,347.5,55
13430,648.6899999999999,4,184.5,49
13431,1269.1,2,336.0,44
13434,534.24,2,150.0,9
13435,3774.69,9,234.77777777777777,68
13436,196.89,1,76.0,12
